customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C04216,Female,0,Yes,Yes,72,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),61.99,4425.73,No
C04217,Male,0,No,Yes,51,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,25.31,1095.02,No
C04218,Male,0,Yes,Yes,52,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),97.4,5541.57,No
C04219,Female,0,Yes,Yes,51,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.07,2891.59,No
C04220,Female,0,No,Yes,29,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,28.14,837.29,No
C04221,Male,0,Yes,Yes,32,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),82.01,2151.24,No
C04222,Female,0,No,Yes,56,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,106.89,6159.58,No
C04223,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,107.66,5668.65,No
C04224,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,114.72,919.17,No
C04225,Male,0,No,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),105.64,4969.45,No
C04226,Male,0,No,No,0,Yes,No,No,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),18.22,0.0,Yes
C04227,Female,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,56.4,2020.51,No
C04228,Female,0,Yes,Yes,8,Yes,No,No,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.67,758.23,No
C04229,Male,0,No,No,31,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Electronic check,54.99,1488.45,No
C04230,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,78.76,997.59,No
C04231,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),79.24,739.83,No
C04232,Male,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,54.87,2670.24,No
C04233,Female,0,Yes,Yes,7,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,109.35,629.94,No
C04234,Male,0,Yes,No,71,Yes,Yes,No,No,No,No,Yes,No,No internet service,One year,No,Credit card (automatic),68.83,5258.19,No
C04235,Female,0,Yes,Yes,26,Yes,No phone service,No,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),64.94,1619.42,No
C04236,Female,0,No,No,61,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,118.75,6657.17,Yes
C04237,Male,0,Yes,Yes,11,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,67.84,716.77,No
C04238,Female,0,Yes,No,64,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),36.02,2278.74,No
C04239,Female,0,Yes,No,41,No,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,69.82,3081.79,No
C04240,Female,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,100.22,5218.46,No
C04241,Male,0,No,Yes,10,Yes,No phone service,DSL,No,No,No,No,No,No internet service,One year,Yes,Credit card (automatic),96.46,857.21,No
C04242,Male,0,Yes,Yes,42,Yes,No phone service,DSL,No internet service,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),97.65,4481.64,No
C04243,Male,0,Yes,No,16,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),89.51,1305.21,No
C04244,Male,0,Yes,No,31,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),43.68,1092.43,No
C04245,Male,0,No,Yes,39,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),105.07,3459.68,No
C04246,Male,0,Yes,No,22,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No,Two year,No,Credit card (automatic),108.24,1923.84,No
C04247,Female,1,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,37.61,2269.15,No
C04248,Female,1,No,No,5,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,31.18,137.76,Yes
C04249,Female,0,No,No,49,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),116.54,6150.52,No
C04250,Female,1,No,No,36,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,105.7,4181.02,Yes
C04251,Female,0,No,Yes,63,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),108.22,6681.18,No
C04252,Female,0,No,Yes,53,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,107.52,4615.6,No
C04253,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),72.71,4256.29,No
C04254,Female,0,Yes,Yes,48,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),83.29,3775.94,No
C04255,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,73.08,673.69,No
C04256,Male,1,No,No,48,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.17,1091.98,Yes
C04257,Female,0,No,Yes,20,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),93.3,1738.47,No
C04258,Female,0,Yes,No,65,No,No,Fiber optic,No,No,No internet service,No,No internet service,No,Two year,No,Bank transfer (automatic),69.04,4847.61,No
C04259,Male,0,No,Yes,62,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),83.42,4967.34,No
C04260,Male,1,No,Yes,27,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,68.77,1871.86,No
C04261,Male,1,No,Yes,16,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,67.67,1157.37,No
C04262,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),35.35,149.19,No
C04263,Female,1,No,No,18,Yes,No phone service,DSL,Yes,No,No,No internet service,No,No,One year,Yes,Mailed check,46.15,721.81,No
C04264,Male,0,Yes,No,55,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),34.04,1558.04,No
C04265,Female,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,37.76,858.33,No
C04266,Female,0,No,No,65,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),116.27,7208.2,No
C04267,Male,0,Yes,No,37,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,33.46,1109.7,No
C04268,Male,0,No,Yes,36,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,45.2,1508.34,Yes
C04269,Male,0,No,No,67,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No internet service,One year,No,Electronic check,77.65,5695.48,No
C04270,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,79.63,3237.48,No
C04271,Male,0,No,No,42,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),33.55,1355.9,No
C04272,Male,0,Yes,No,35,Yes,No,DSL,Yes,No,No internet service,No,No,No,Month-to-month,No,Mailed check,98.17,2850.67,No
C04273,Male,1,No,Yes,57,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,97.31,4967.31,No
C04274,Female,0,Yes,No,12,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.97,482.62,No
C04275,Female,0,Yes,No,51,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),47.16,2607.17,No
C04276,Female,0,No,Yes,57,Yes,No,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,112.74,5895.17,No
C04277,Male,1,Yes,Yes,31,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,One year,No,Mailed check,101.39,2575.67,No
C04278,Female,0,Yes,No,59,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.48,4784.15,No
C04279,Female,1,Yes,No,57,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),26.31,1265.31,No
C04280,Male,1,No,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,60.24,2879.16,No
C04281,Female,0,Yes,No,27,Yes,No,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),74.49,1981.92,No
C04282,Female,0,No,Yes,0,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,36.93,0.0,No
C04283,Female,0,No,Yes,41,Yes,No,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,63.27,2436.91,No
C04284,Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,78.7,3635.42,Yes
C04285,Female,0,No,Yes,39,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),51.07,1845.45,No
C04286,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),96.88,4839.71,No
C04287,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,102.89,8003.97,No
C04288,Female,0,No,Yes,3,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,50.68,138.38,No
C04289,Male,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),102.7,3927.47,No
C04290,Male,0,No,No,26,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),28.46,664.26,No
C04291,Male,0,Yes,No,8,No,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),102.61,773.68,No
C04292,Male,0,No,Yes,15,No,No,DSL,No,No,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),33.43,459.6,No
C04293,Male,1,Yes,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,26.38,1309.82,No
C04294,Male,0,Yes,No,30,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,82.82,2003.97,Yes
C04295,Male,1,Yes,No,13,Yes,No phone service,DSL,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.67,775.17,Yes
C04296,Female,0,Yes,Yes,24,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),109.7,2808.79,No
C04297,Female,0,No,Yes,33,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.68,1817.28,No
C04298,Female,0,Yes,No,66,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,47.0,2616.93,No
C04299,Female,1,No,No,23,Yes,No,DSL,No internet service,No,Yes,No,No,No,Two year,Yes,Electronic check,68.57,1541.38,No
C04300,Female,1,No,No,72,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),64.05,4923.66,No
C04301,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),52.79,1332.96,No
C04302,Male,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,88.07,1413.3,No
C04303,Female,0,No,Yes,63,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.72,6327.49,No
C04304,Female,0,Yes,No,9,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,104.15,834.68,No
C04305,Female,1,Yes,Yes,66,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,116.26,7183.79,No
C04306,Male,0,Yes,No,23,No,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,44.93,989.83,No
C04307,Male,1,No,Yes,4,No,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,No,Mailed check,90.33,381.25,No
C04308,Female,0,No,Yes,66,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,57.82,4119.43,No
C04309,Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),86.39,5312.73,No
C04310,Female,0,No,Yes,26,Yes,No,No,Yes,Yes,No internet service,No,Yes,No,One year,No,Mailed check,66.07,1378.36,No
C04311,Female,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,118.37,1784.06,No
C04312,Male,0,No,Yes,34,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,No,Two year,No,Mailed check,91.62,2542.89,No
C04313,Female,0,No,Yes,52,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),114.2,5224.2,No
C04314,Male,0,No,Yes,43,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),102.33,4199.97,No
C04315,Female,0,No,No,25,Yes,No,DSL,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,109.19,2576.82,No
C04316,Female,0,No,Yes,46,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.26,4526.24,No
C04317,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.38,2005.21,No
C04318,Male,0,No,No,49,Yes,No,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),43.43,2298.98,Yes
C04319,Male,0,Yes,Yes,11,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.4,531.5,No
C04320,Female,0,No,Yes,3,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),20.04,53.04,No
C04321,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),70.92,3587.3,No
C04322,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),69.01,3067.02,No
C04323,Female,0,No,Yes,0,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),71.05,0.0,No
C04324,Female,1,Yes,No,65,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,116.38,7598.9,No
C04325,Male,0,No,Yes,29,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,110.06,3037.46,No
C04326,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,34.33,69.23,No
C04327,Female,0,No,No,20,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),55.26,941.44,No
C04328,Male,0,Yes,Yes,48,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),60.82,3082.23,No
C04329,Male,0,No,Yes,61,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),54.41,2794.63,No
C04330,Female,0,Yes,Yes,37,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),98.65,3358.94,No
C04331,Male,0,No,No,14,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),70.93,816.84,No
C04332,Female,0,No,No,51,Yes,No,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,75.78,3723.96,No
C04333,Female,0,Yes,No,45,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.15,4691.08,No
C04334,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No,One year,Yes,Credit card (automatic),99.4,2582.09,No
C04335,Male,0,Yes,Yes,20,Yes,No phone service,DSL,No internet service,No internet service,No,No,Yes,No,Two year,Yes,Mailed check,31.35,640.67,No
C04336,Female,0,Yes,Yes,4,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,90.11,346.86,No
C04337,Female,1,No,No,69,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),61.98,4617.83,No
C04338,Female,0,Yes,No,46,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.76,2072.9,No
C04339,Male,0,Yes,No,67,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,23.05,1495.49,No
C04340,Female,1,No,Yes,17,No,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),67.21,1118.38,No
C04341,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,53.9,994.99,No
C04342,Female,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),43.4,1004.01,No
C04343,Female,1,Yes,Yes,63,Yes,Yes,No,Yes,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,88.16,4751.81,No
C04344,Male,1,No,No,66,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),95.72,6105.58,No
C04345,Female,0,Yes,Yes,39,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),42.72,1693.85,Yes
C04346,Male,0,No,Yes,9,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,22.99,221.64,No
C04347,Female,0,No,No,51,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,103.72,5634.48,No
C04348,Female,0,No,No,71,Yes,No,No,Yes,Yes,No,Yes,No internet service,No internet service,Two year,No,Electronic check,19.01,1285.76,Yes
C04349,Female,0,No,Yes,60,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),112.65,6711.34,No
C04350,Female,0,No,Yes,63,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Two year,Yes,Credit card (automatic),81.39,4708.5,No
C04351,Male,1,No,Yes,4,Yes,Yes,No,No,No internet service,No,Yes,No,No,Two year,Yes,Electronic check,50.51,190.01,No
C04352,Male,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,42.89,2390.59,No
C04353,Male,1,Yes,No,54,No,Yes,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.91,1102.03,No
C04354,Female,0,Yes,No,36,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,41.78,1607.3,No
C04355,Female,0,No,No,55,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),31.91,1476.89,No
C04356,Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),79.83,4884.91,No
C04357,Male,0,No,Yes,68,No,No,No,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),34.82,2567.86,No
C04358,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71.39,4669.12,No
C04359,Female,1,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),77.6,4300.94,No
C04360,Female,0,Yes,Yes,1,Yes,No,No,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),48.1,49.72,No
C04361,Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,21.54,1335.31,No
C04362,Male,0,Yes,Yes,59,Yes,No,DSL,No,Yes,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,21.76,1409.71,No
C04363,Male,0,Yes,Yes,50,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.66,967.63,Yes
C04364,Female,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No,One year,No,Bank transfer (automatic),92.65,2724.96,No
C04365,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),50.12,520.13,No
C04366,Female,0,No,No,38,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),98.43,3546.7,No
C04367,Female,0,Yes,Yes,71,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,61.61,4624.06,No
C04368,Female,1,No,Yes,62,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,63.75,3809.6,No
C04369,Male,0,Yes,No,63,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),69.8,4060.98,No
C04370,Male,0,No,No,60,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,90.02,4495.67,No
C04371,Female,0,Yes,Yes,53,Yes,No,No,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,45.62,2219.65,No
C04372,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,30.28,2224.16,No
C04373,Female,0,No,Yes,57,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.16,4550.01,No
C04374,Male,0,No,Yes,55,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,51.02,2456.75,No
C04375,Male,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,62.69,1875.49,No
C04376,Male,0,Yes,No,30,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,83.34,2115.64,No
C04377,Female,0,No,No,51,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,67.91,3488.4,Yes
C04378,Male,0,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,80.65,0.0,No
C04379,Female,1,No,Yes,54,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),72.96,3909.45,No
C04380,Male,1,No,Yes,21,Yes,Yes,No,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),92.72,1918.15,No
C04381,Male,0,No,No,39,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,89.3,3364.45,No
C04382,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,No,Electronic check,71.95,0.0,No
C04383,Male,0,No,Yes,64,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,86.57,5644.92,No
C04384,Male,0,No,Yes,62,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,106.23,6458.58,No
C04385,Male,1,No,Yes,53,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),61.66,3262.89,No
C04386,Female,0,Yes,Yes,41,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No,One year,No,Mailed check,59.69,2617.73,No
C04387,Female,0,No,Yes,20,No,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.19,1970.79,No
C04388,Female,0,Yes,No,21,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,76.84,1668.95,No
C04389,Female,0,No,No,37,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),25.17,1004.08,Yes
C04390,Female,0,Yes,Yes,7,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),108.1,830.09,Yes
C04391,Female,0,Yes,Yes,61,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,21.11,1254.73,No
