gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,1,0,0,-0.13858532476247723,1,0,1,2,2,2,0,0,2,2,1,1,0.6570881939957783,0.1698371104159029,0
1,0,0,0,0.14788626227527457,1,2,0,2,0,0,2,0,1,2,0,2,-0.7997059151674031,-0.33129358964477806,0
0,0,0,1,1.150536816907406,1,2,0,1,2,2,1,1,1,1,1,2,0.6705228050757889,1.8367237539555192,0
0,0,0,1,0.6253389073381943,1,2,1,0,0,0,1,1,0,2,1,2,1.0342907358576094,1.6336997883917195,0
1,0,1,0,1.4370084039451576,0,1,2,1,2,0,0,2,2,2,0,3,-0.6553699653590859,0.47335437494356675,0
0,0,1,1,1.1982820814136979,1,1,1,1,1,2,2,2,1,1,1,2,-1.5975151269957142,-0.6939955421129022,0
0,0,0,1,1.00730102338853,1,0,0,0,0,2,2,2,0,0,0,0,1.522414938431321,2.6194714196018367,0
1,0,1,1,-0.1863305892687692,1,0,2,0,2,1,2,2,2,0,1,3,-0.522057286180521,-0.33562650373581987,0
1,0,0,0,-0.9980000858757326,1,0,0,0,2,0,0,2,2,1,1,1,-1.3525918326909088,-1.0781375617154556,0
1,0,1,0,0.5298483783256103,1,1,0,0,1,0,2,1,1,0,1,3,-0.011542065140124758,0.21092121811852677,0
0,0,1,0,-1.2844716729134844,1,2,1,1,1,2,2,1,0,0,1,1,0.950927251720109,-0.888982288792801,0
1,1,0,0,0.05239573326269064,1,2,1,2,2,2,2,2,2,0,0,0,-0.9516203635336747,-0.5829505870724083,0
0,0,0,1,-0.8547642923568568,1,0,0,2,2,1,1,1,0,2,1,1,-0.7852378724658534,-0.9244482008929213,0
0,1,1,0,-0.0430947957498933,1,2,1,0,2,2,2,1,0,0,1,0,-0.8785911956115668,-0.4021075496016096,0
1,0,1,0,1.055046287894822,1,1,1,1,0,2,2,2,1,2,0,1,1.727378876703275,2.405009009844328,0
1,0,0,0,1.2460273459199898,1,2,1,0,0,1,0,0,1,2,0,3,-1.0360172792927147,0.03725106174662889,0
0,0,1,0,0.4343578493130264,1,0,1,2,2,0,1,2,2,2,0,2,0.27954117492676733,0.7197411569159012,0
0,0,0,1,-1.6186885244575282,1,0,1,1,1,2,2,2,0,2,0,3,1.49623467068566,-1.1663785919477854,0
0,0,0,0,1.3415178749325738,1,2,1,0,1,2,2,2,2,2,0,0,-1.2117006549543892,-0.040118395176960024,0
0,0,0,0,-1.3799622019260684,1,0,0,0,1,0,1,1,2,0,0,3,1.6550386631955267,-0.7990743214036845,0
1,0,1,1,0.6730841718444862,1,0,0,0,0,0,1,2,2,0,1,0,1.5737420423011048,1.6767202372360652,0
1,0,0,1,1.7234799909829095,1,1,2,0,1,1,2,0,2,0,0,3,1.354654538534781,3.4106435723604003,0
1,0,0,0,-1.4754527309386523,1,1,1,0,1,0,1,2,1,0,0,0,-0.976422722450617,-1.1829525496043223,0
1,0,0,0,0.10014099776898261,1,2,1,0,2,2,2,2,2,2,1,3,0.4831272043700025,0.14071341712779975,0
0,1,0,0,1.1027915524011138,1,0,2,2,1,0,1,0,0,2,1,2,0.9244025067672674,1.8589608078787154,0
0,0,1,1,-0.42505691180022903,1,2,1,1,0,1,2,1,1,2,1,0,1.7077436758940292,0.49650627989893886,1
1,1,0,0,0.8163199653633622,1,1,1,1,0,2,1,1,1,0,1,1,-1.0952673589276323,-0.14143113126166848,1
1,0,0,1,0.00465046875639867,1,1,1,2,2,1,2,2,2,0,0,0,0.942315321540615,0.461001079717682,0
0,1,1,1,-1.3322169374197765,1,1,0,1,2,1,1,0,1,1,0,2,-0.5441038274400253,-1.067451203646358,0
0,0,0,1,0.9118104943759461,1,2,2,0,0,1,1,1,0,1,0,2,-1.1118022648722605,-0.4095217717703482,0
0,0,0,1,1.055046287894822,1,1,1,1,2,1,2,1,2,2,0,2,-0.25680983665211005,0.47735614663645876,0
1,0,0,0,-1.66643378896382,1,0,0,2,0,1,0,0,0,0,1,1,1.0391134167581262,-1.2510556319627428,0
1,0,0,1,1.150536816907406,1,1,0,2,1,0,1,0,0,0,1,2,-0.10558434270019784,0.796044223065788,0
0,0,1,0,1.00730102338853,1,2,2,0,0,1,2,0,1,2,0,2,0.147261927369742,1.12112503155431,0
1,0,1,1,1.1027915524011138,1,1,0,0,0,1,0,1,0,1,1,1,1.7394355789545668,2.086371446662174,0
0,0,1,0,0.14788626227527457,1,2,0,1,1,1,0,2,1,2,1,2,-0.3343172082675548,-0.07312599591454626,0
1,0,1,0,-0.0430947957498933,0,0,1,0,1,2,2,0,1,0,1,1,0.41836548942020835,0.05993712231138386,0
0,0,1,0,0.00465046875639867,1,1,2,1,1,1,1,2,1,1,1,3,-0.4521284131230308,-0.36875758129983477,0
1,0,1,1,-0.9025095568631487,1,2,1,1,2,2,2,0,2,1,0,3,-0.35636374952705907,-0.771617565272368,0
0,0,0,1,1.2460273459199898,1,0,2,0,2,0,1,0,1,2,0,3,0.6973920272358097,1.2337751853383765,0
1,0,1,0,-0.7115284988379809,1,0,2,1,2,1,0,0,0,2,1,0,1.5403277532046686,0.0008983615294300836,0
0,0,0,1,-1.2367264084071925,1,1,2,1,0,1,1,0,1,0,0,0,0.1641413105215498,-0.9655435337615843,0
0,1,0,0,1.00730102338853,1,0,1,1,1,1,2,2,1,0,1,2,0.9505827745129289,1.2487383316683212,0
0,0,1,1,0.959555758882238,1,0,1,1,2,0,2,1,1,0,1,1,-1.412530866740186,-0.4769457315834113,0
0,0,0,1,-1.5709432599512363,1,2,0,2,2,2,0,1,0,2,0,0,-0.9881349474947287,-1.2314396543096457,0
1,0,0,1,-1.4277074664323604,1,2,0,2,2,1,2,2,1,0,1,1,0.024283564406569424,-1.109023606071677,0
0,0,0,0,1.150536816907406,1,2,1,2,2,0,1,0,0,2,0,3,-1.6533204345588346,-0.6408556060844264,0
0,0,1,0,0.8163199653633622,1,1,0,1,1,0,2,0,0,0,0,1,-0.8431100432720521,0.06576859606862782,0
0,0,0,1,1.4847536684514497,1,0,1,0,1,1,2,1,2,0,1,3,0.07733305431225182,1.3900182714347762,0
1,0,1,0,-1.7141790534701122,1,1,0,2,2,2,2,2,2,0,0,0,-1.6708887721250016,-1.2961695742733563,0
0,0,1,1,0.8640652298696541,1,1,0,1,0,2,1,2,2,2,1,1,-0.8024617328248411,0.029034240206104175,0
1,0,0,0,-1.6186885244575282,1,2,2,2,1,0,1,1,0,1,1,1,0.06562082926814004,-1.2175541239194418,0
0,0,1,0,0.05239573326269064,1,0,1,2,0,0,0,0,2,0,0,3,0.2712737219544534,-0.017785927342432624,0
0,0,0,0,-1.7141790534701122,1,1,1,2,0,2,1,0,1,0,0,1,1.4979570567215588,-1.2961695742733563,0
0,1,1,1,0.05239573326269064,1,1,1,2,1,2,2,0,2,0,1,3,0.5223976059884945,0.5553542128582301,0
0,0,1,0,-0.37731164729393707,1,1,1,1,0,0,2,1,2,0,1,0,-0.2798898095331536,-0.3030903599718702,0
1,1,1,1,-1.5231979954449444,0,1,0,2,1,2,1,1,2,0,1,3,1.5141474854590071,-1.032883304829355,0
1,0,1,1,-0.7592737633442728,1,2,1,1,2,1,1,1,2,1,1,3,1.007765990904768,-0.17864816926386784,0
0,0,0,1,1.6279894619703257,0,1,1,0,1,2,0,0,1,1,1,1,-1.0270608719060408,0.18967197880675998,0
0,0,1,0,1.4370084039451576,1,2,0,0,2,2,1,2,1,0,1,1,-1.2675059625175096,-0.13553791909121013,0
0,0,0,0,0.48210311381931836,1,0,0,2,0,2,0,0,0,2,0,1,0.6284965857998588,1.024235010888955,0
1,0,0,1,-0.09084006025618527,1,1,1,0,0,1,0,1,2,0,1,0,0.22511377619236617,0.1246726548581141,1
0,0,0,0,1.4847536684514497,1,2,1,0,2,1,1,1,0,2,1,1,1.0246453740565764,2.0062237611439406,0
1,0,0,1,1.5324989329577416,1,2,2,1,1,1,0,1,1,1,0,0,0.8475840895661826,1.9304426652148658,0
1,0,1,1,-1.7141790534701122,1,1,2,1,2,0,0,1,0,2,0,0,0.45246873293100437,-1.2961695742733563,1
0,0,1,1,1.4847536684514497,1,2,0,2,0,1,2,1,2,1,0,2,1.7087771075155687,2.2649638383421595,0
1,0,0,0,-1.1889811439009006,1,1,1,0,2,2,2,2,1,0,0,1,0.13348283908255162,-0.848049720831703,0
0,0,0,0,1.1027915524011138,1,2,2,0,2,2,2,1,0,0,1,3,-1.3295118598098652,-0.2377430558760164,0
1,0,0,0,-0.472802176306521,1,2,2,1,2,0,1,2,2,0,1,1,1.1589914848566802,0.20493259203673742,0
0,0,1,1,0.9118104943759461,0,0,0,2,0,0,2,1,1,2,0,1,-0.8465548153438497,0.1764375080468164,0
0,1,1,0,-0.6637832343316888,1,1,0,0,1,2,0,2,0,1,1,3,0.9815857231591071,-0.09702998699452933,0
0,0,0,1,-0.5682927053191049,1,0,0,0,1,2,2,0,0,2,0,3,1.607156331397541,-0.04454672317933295,0
0,1,1,1,-0.7592737633442728,1,2,1,2,0,1,2,0,1,0,0,0,0.7015257537219665,-0.2563656063346647,0
0,0,1,0,1.150536816907406,1,1,0,1,0,0,1,0,2,0,1,3,0.3508479568129767,1.0354377265958454,0
0,0,1,0,1.2460273459199898,1,0,1,1,2,1,1,2,2,0,0,2,-0.12108581702328688,0.7997541404416671,0
1,0,1,1,0.7208294363507782,1,1,1,1,1,1,1,2,2,0,1,1,-0.4548842307804688,0.10583682624472507,0
1,0,0,1,-0.5682927053191049,1,1,2,0,1,1,1,1,1,2,1,1,-0.49484358681332047,-0.6598036863582049,0
1,0,1,0,0.8640652298696541,1,0,0,0,1,1,2,0,2,0,1,3,0.4910501801351365,1.0212827922207064,1
0,0,0,0,0.4343578493130264,0,0,0,1,0,1,0,1,2,0,0,3,0.8909882176708314,0.8701190937569399,0
0,0,0,1,-0.23407585377506118,1,0,2,1,1,2,0,0,2,0,1,3,0.637797470393712,0.19431358496387335,0
0,0,1,0,0.8640652298696541,1,2,1,0,2,1,2,1,2,2,0,0,-1.032572507220917,-0.09259043382611745,0
0,1,0,0,-1.5231979954449444,1,0,2,1,1,0,0,0,1,0,1,0,-0.004308043789350131,-1.1606537572679116,0
0,1,1,1,-0.0430947957498933,1,0,0,0,1,0,0,0,1,1,0,1,1.0315349182001712,0.36667600949223145,0
0,0,1,0,0.5775936428319023,1,2,2,1,2,1,2,2,0,0,1,0,-0.06769184991042505,0.4833672230503263,0
1,0,0,1,1.00730102338853,1,0,1,1,2,0,1,2,0,0,1,1,0.1441616325051241,1.0161641165069368,0
0,0,0,0,0.10014099776898261,1,1,0,0,0,0,2,2,1,0,1,1,0.9598836591067822,0.8925806510009154,0
0,0,1,1,1.150536816907406,1,1,1,2,0,2,1,1,2,2,1,0,0.577858436344435,1.0017678410619602,0
0,0,0,1,-1.3322169374197765,1,1,2,1,2,2,0,1,0,1,0,0,-0.29883605592804,-1.014833237838694,0
0,0,0,0,-1.4754527309386523,1,2,1,2,1,1,1,1,0,0,1,2,1.3925470313245538,-1.005151532130084,0
0,0,1,0,-0.09084006025618527,1,0,0,2,1,2,1,1,2,0,1,3,-1.1572732562199881,-0.6482810534192038,0
1,0,1,0,0.10014099776898261,1,1,1,1,2,1,0,1,0,0,0,2,1.7408134877832855,0.7958702329921841,0
0,0,0,0,-0.7115284988379809,1,2,2,1,0,0,1,2,2,0,0,1,-1.3095321817934396,-0.967406911324053,0
0,0,0,1,0.19563152678156653,1,2,0,2,2,0,0,1,2,1,0,1,-1.6708887721250016,-0.9158946243712275,0
1,0,1,0,-1.5231979954449444,1,2,0,2,1,2,0,0,1,0,1,0,1.3736007849296674,-1.0839241348085438,0
1,1,1,0,0.2433767912878585,1,2,0,1,1,0,2,1,1,0,1,2,-0.8706682198464324,-0.36061933592158274,0
0,0,1,1,1.4370084039451576,1,2,0,0,0,1,2,0,1,0,0,3,0.8158921865056451,2.2492429933045845,0
1,0,1,1,-0.3295663827876451,1,1,0,1,0,1,2,2,0,0,0,0,1.0987079736002232,0.3676357611885633,0
1,0,0,1,0.959555758882238,1,2,1,0,0,2,0,1,2,0,1,0,1.2657794190824045,1.9217431615346654,0
0,0,1,0,1.7234799909829095,1,0,1,2,2,0,1,1,0,0,1,1,1.7270343994960955,3.29607952776669,0
1,0,1,1,-0.37731164729393707,1,1,1,2,0,0,1,0,0,0,0,3,-0.6998075250852741,-0.6003832699309261,0
0,0,1,0,0.00465046875639867,1,2,1,2,2,1,2,2,1,0,0,1,0.7480301766912336,0.6833098805364297,0
1,0,1,1,-1.1412358793946085,0,1,0,1,2,1,2,2,0,0,0,0,-1.3212444068375513,-1.10278802633703,0
0,0,1,0,-0.23407585377506118,1,1,1,0,2,2,2,0,1,0,0,2,-0.3074479861075339,-0.3953499996461507,0
0,0,1,1,0.4343578493130264,0,0,1,1,0,2,0,2,2,0,0,3,1.2275424490854516,0.97881237651227,0
1,0,1,1,-0.6637832343316888,1,2,2,2,2,2,0,1,2,1,0,0,-0.4438609601507167,-0.6267399597904236,0
1,0,0,0,0.38661258480673444,1,0,1,1,0,2,2,2,0,2,1,0,0.333624096453989,0.5398578711414342,0
0,0,1,0,-0.9502548213694407,1,2,0,0,2,1,0,2,1,1,1,1,0.029795199721445377,-0.7998993711075486,0
0,0,1,0,1.3892631394388657,1,2,1,1,2,2,2,1,0,0,0,3,0.5244644692315726,1.8894371336745144,0
1,0,0,1,-1.4754527309386523,1,1,0,1,0,1,1,0,1,0,1,0,1.661928207339122,-0.9662451066390197,0
0,0,0,0,-0.9025095568631487,1,2,2,0,2,0,0,2,2,2,1,2,-1.5289641627669432,-1.0710320316127886,0
1,0,0,1,-0.7115284988379809,1,1,1,0,1,2,0,1,2,0,0,0,0.27402953961189136,-0.5613589801964528,0
1,0,0,0,-0.1863305892687692,1,0,1,2,2,1,0,1,0,2,0,3,1.2799029845767742,0.4201021872547011,0
1,1,1,0,-0.3295663827876451,0,2,1,0,0,0,0,1,2,1,0,0,-0.0480566491011788,-0.12441377954659247,0
0,0,0,1,-0.23407585377506118,0,2,0,2,1,2,1,0,2,1,0,1,-1.4497344051155996,-0.8184938586510996,0
0,0,0,1,0.2433767912878585,1,0,1,1,0,2,1,2,2,0,1,0,0.22718063943544478,0.22441948028038625,0
1,0,0,0,-1.2844716729134844,1,0,1,2,2,1,0,2,0,2,1,0,-0.5675282775282486,-1.0756287371057462,0
1,0,1,1,-0.0430947957498933,1,1,0,1,0,1,1,0,0,0,1,3,-1.1837980011728293,-0.6782971474074051,0
0,0,1,0,-0.13858532476247723,1,0,1,0,2,1,2,0,1,0,0,0,1.230987221157249,0.4462455989594582,0
0,0,1,0,1.7234799909829095,1,2,2,2,1,2,1,1,2,1,0,0,0.09180109701380156,1.5733813586813232,0
0,0,0,0,-0.42505691180022903,1,1,0,2,0,0,2,0,1,0,1,2,1.5241373244672203,0.5580033520434265,0
1,1,1,0,-1.2367264084071925,1,0,0,2,1,2,0,0,2,0,1,2,1.0814841132412356,-0.7890502481308858,0
1,1,1,0,0.10014099776898261,1,2,2,0,1,2,2,2,1,0,0,3,0.688091142641956,0.24016838823305875,0
0,0,1,0,0.48210311381931836,0,2,0,1,2,1,2,2,2,0,1,2,-1.705336492842977,-0.7851719532644221,0
1,0,0,0,-0.8547642923568568,1,2,0,2,0,0,1,2,0,1,0,3,-0.23441881818542606,-0.794421490080532,0
1,0,1,0,-1.0457453503820247,1,0,1,1,0,2,0,1,2,0,0,3,-1.0356728020855346,-0.9723796598793158,0
0,0,1,0,-0.42505691180022903,1,1,1,1,0,1,1,1,0,2,1,0,1.4459409984374156,0.3695721023302852,0
1,0,0,0,-0.6160379698253969,1,0,2,1,1,2,1,1,0,2,1,2,-1.1155915141512378,-0.7982773346149177,0
0,0,1,0,1.6757347264766176,1,1,1,2,2,1,0,1,0,0,1,2,-0.7277101788668343,0.31057824221248753,0
0,0,0,1,-1.3322169374197765,1,0,2,1,1,2,0,2,2,0,1,1,0.0752661910691732,-1.0401572124226066,0
0,0,1,1,0.48210311381931836,0,2,1,2,0,1,1,2,1,0,1,2,-0.8065954593109981,-0.20634065388200257,1
0,0,0,0,-0.1863305892687692,1,0,1,1,2,2,1,0,1,0,0,2,-0.9926131511880654,-0.6377574602576711,0
1,0,1,0,1.1982820814136979,0,1,0,1,2,1,2,1,0,0,0,1,0.3615267502355492,1.1214786242845376,0
0,0,0,0,-0.8547642923568568,1,0,1,2,2,2,2,0,1,0,1,2,-1.4135642983617251,-0.999808353095535,0
0,0,0,0,1.4370084039451576,0,1,2,2,2,0,1,1,2,0,0,0,-1.520696709794629,-0.3705928959472062,0
0,0,0,1,0.14788626227527457,1,0,0,0,2,0,1,1,1,0,1,1,-0.4276705314132682,-0.08099483730786303,0
1,1,0,1,0.48210311381931836,1,1,0,0,0,1,1,1,0,0,0,1,0.7845447606522876,0.6935584571300076,0
1,0,1,1,1.3415178749325738,1,2,1,0,0,0,1,2,2,0,0,2,0.207545438626199,1.4173683884887223,0
1,0,0,0,-0.37731164729393707,1,2,1,1,0,0,1,1,1,2,1,0,-0.25164267854441374,-0.32482789400633233,0
1,0,0,1,0.6253389073381943,1,1,0,0,0,2,0,0,1,0,1,0,0.2454379314159718,0.62052752688048,0
0,0,1,1,-1.1412358793946085,1,2,2,0,1,0,1,0,2,0,0,2,-0.45143945870867147,-0.8977098553880988,0
1,0,0,1,-1.7141790534701122,1,1,1,0,2,0,1,2,1,2,0,3,1.5341271634754328,-1.2961695742733563,1
1,1,0,1,-0.13858532476247723,0,1,1,1,2,0,2,1,2,2,0,3,-1.5317199804243813,-0.9122408328255432,0
1,0,0,1,0.5298483783256103,1,2,2,0,0,0,0,2,0,1,0,2,0.619884655620365,0.5619602230721629,0
0,0,1,0,0.5298483783256103,1,0,0,2,0,1,2,0,2,0,0,3,1.378078988623004,1.6633959651478099,0
0,0,1,1,0.5775936428319023,1,1,2,1,2,0,1,1,1,0,1,3,1.073905614683281,1.3400494448123084,0
0,0,1,1,1.2937726104262819,1,0,0,1,1,1,1,2,1,0,1,0,-1.0825217022619813,-0.13889424373686166,0
0,0,1,1,1.150536816907406,1,0,0,2,1,0,1,1,0,0,1,2,-0.6932624581488589,0.07326139439963911,0
1,0,0,0,-0.37731164729393707,1,2,1,0,2,2,1,0,1,0,0,2,0.7717991039866365,-0.14227863129761045,0
1,1,0,1,0.10014099776898261,1,1,1,0,0,0,1,1,1,0,1,0,-1.4297547270991737,-0.8155640903149288,1
1,0,1,1,-0.520547440812813,1,0,1,2,2,2,0,1,1,1,0,1,1.1018082684648411,0.017152401953856193,0
1,1,0,0,-0.9502548213694407,1,0,0,0,0,0,0,2,1,1,1,2,0.7783441709230517,-0.5848813156311109,0
1,0,1,0,1.6279894619703257,0,2,0,0,2,0,0,2,1,1,0,0,0.8155477092984652,1.865572430675668,0
0,0,0,1,-1.1412358793946085,1,2,1,0,2,2,0,1,2,0,1,3,-1.3742938967432332,-1.0949079597776743,0
1,0,1,1,1.5324989329577416,1,0,2,1,0,1,0,1,0,2,1,3,0.7742104444368946,2.0004371880508525,0
0,0,1,1,-0.520547440812813,1,0,1,2,2,2,2,0,1,0,0,0,0.6422756740870487,-0.057371475378854425,0
0,0,1,0,0.5775936428319023,1,2,0,0,2,1,2,0,1,0,0,2,1.1679478922433542,0.9298594274163292,0
0,0,1,0,1.4370084039451576,1,2,1,2,1,2,0,0,2,0,1,2,-1.578224403393648,-0.5481974730157625,0
1,0,0,1,-1.4277074664323604,1,2,1,1,1,0,1,2,2,1,1,3,-1.642641641136262,-1.231557518553055,0
1,0,1,1,1.00730102338853,1,1,0,0,0,1,1,0,1,0,0,2,-0.42525919096300996,0.22821358640155764,0
0,0,1,1,0.5775936428319023,1,2,1,2,2,1,1,2,0,0,0,0,-1.2051555880179738,-0.5522104698746937,0
1,0,0,1,0.7685747008570701,0,2,1,1,1,0,0,0,2,1,1,2,0.21994661808467014,1.0078799439701782,0
1,0,1,1,1.3415178749325738,1,2,0,1,0,1,0,0,0,2,1,1,1.4686764941112798,3.003675177617605,0
1,0,1,1,1.1982820814136979,1,1,1,2,1,2,1,0,1,0,1,0,-0.360841953220396,0.32638888857837417,0
1,0,0,1,-0.9502548213694407,1,1,1,0,1,1,2,1,1,2,1,1,1.2168636556628794,-0.45659450555476166,0
0,1,0,1,0.29112205579415046,1,2,2,0,2,2,2,1,1,2,1,3,-1.7222158759947854,-0.8342259288547137,0
1,0,1,0,-0.5682927053191049,1,2,1,2,1,2,2,0,1,0,1,2,-1.1366046237892027,-0.9070211306174231,0
1,1,0,1,-1.6186885244575282,1,1,1,1,1,0,2,1,2,1,0,3,-1.6171503278049602,-1.2726809143368152,0
1,0,1,1,-0.37731164729393707,1,1,0,2,2,0,1,2,1,2,1,3,-0.5813073658154387,-0.41882182183363337,0
0,0,1,0,-0.23407585377506118,1,0,1,2,0,0,2,2,1,1,1,2,1.4369845910507424,0.7914699679049088,0
0,0,0,0,-0.520547440812813,1,1,0,1,2,2,0,1,1,0,0,1,-1.3856616445801653,-0.9291010322160737,0
1,0,1,0,-0.9980000858757326,1,1,0,2,2,1,0,0,2,1,0,1,0.3870180635668508,-0.729837497275328,0
1,0,0,1,-0.5682927053191049,1,2,0,1,0,2,0,1,1,1,0,1,-0.15208876566946472,-0.5588669933358018,0
1,0,0,1,0.8163199653633622,1,2,1,1,1,1,2,1,1,0,0,3,1.5423946164477473,2.2833506603139897,0
1,0,0,1,-0.42505691180022903,1,2,1,2,2,2,0,2,0,0,1,1,-1.2967865251277884,-0.8021163414002448,0
0,1,1,0,1.7234799909829095,1,1,2,2,2,0,0,0,2,0,0,3,-0.9853791298372908,0.26832671724181073,0
0,1,1,1,0.9118104943759461,1,0,1,2,2,0,0,2,0,1,0,1,-1.6202506226695779,-0.6291982711529578,1
0,0,0,1,1.3415178749325738,0,2,1,0,0,2,0,1,0,0,0,0,-0.21306123134028138,0.9736151246362276,0
0,0,0,1,0.19563152678156653,1,0,0,1,2,1,1,1,0,0,0,3,-0.7563017870627539,-0.2636114510128188,0
0,0,0,1,0.6730841718444862,1,0,1,1,2,2,2,0,1,2,1,2,1.3036719118721773,1.8177083226855069,0
0,0,0,0,1.6279894619703257,1,1,0,1,0,0,2,0,0,2,1,2,0.38185090545915434,1.8289896145546702,0
1,0,1,1,-0.37731164729393707,1,1,1,1,1,0,2,2,2,2,0,1,0.4135428085196918,-0.08868407604455646,0
0,0,1,1,-0.8547642923568568,1,2,0,1,2,0,1,0,2,1,1,3,0.12762672656049573,-0.6650121634002861,0
0,0,0,1,1.3892631394388657,1,1,1,0,1,1,2,0,0,0,0,0,-1.4032299821463328,-0.2778898622143865,0
0,0,1,1,0.19563152678156653,1,0,1,1,0,2,1,1,1,1,0,1,-0.17447978413614873,0.03515195569734195,0
1,0,0,0,0.38661258480673444,1,1,1,0,1,1,0,1,2,0,1,3,1.754592576070476,1.3136254039565771,0
0,1,0,1,-1.0457453503820247,1,1,0,2,0,2,1,1,1,0,0,1,1.1831048893592633,-0.4592211944078803,0
0,0,1,0,-1.6186885244575282,1,0,1,2,0,2,2,0,2,2,1,3,1.3856574871809586,-1.1735739233787643,0
0,0,0,1,-1.2367264084071925,1,1,1,0,1,0,1,0,0,0,1,3,1.1414231472905132,-0.682355044930492,0
0,0,0,1,0.7685747008570701,1,1,0,1,1,0,1,1,2,0,0,0,-1.3643040577350205,-0.5916893788337452,0
1,0,1,0,0.4343578493130264,1,2,0,1,2,1,0,0,0,0,0,0,-0.931640685517249,-0.26683307366600273,0
1,0,0,0,-0.3295663827876451,1,0,0,1,0,0,1,1,0,0,1,0,-1.7118815597793926,-1.0357737850843893,0
1,0,0,1,0.959555758882238,1,1,1,1,1,2,1,0,1,0,1,2,-0.6670821904031976,0.3416046011441957,0
0,0,1,0,-0.9025095568631487,1,0,0,1,2,0,1,1,2,0,0,1,-1.3450133341329542,-1.0667889188500588,0
1,1,1,1,0.6730841718444862,1,1,0,0,0,2,1,2,0,0,0,3,-0.07802616612581759,0.5431524573738714,0
1,0,1,1,0.5298483783256103,0,2,0,0,2,1,2,0,0,0,0,1,0.6329747894931955,1.0677830425371326,0
1,0,1,0,1.3892631394388657,0,1,1,0,2,0,0,2,2,0,1,0,1.3198623406096257,2.220147362931579,0
1,0,1,1,-1.3799622019260684,1,1,0,2,0,0,1,1,1,2,0,2,0.8837541963200567,-0.8964189612936174,0
1,1,0,1,-0.7115284988379809,1,0,2,2,2,2,0,2,1,0,1,3,1.5427390936549268,0.10675167727690105,0
0,0,0,0,-1.4754527309386523,1,1,0,0,1,0,0,0,1,0,1,1,-1.5355092297033586,-1.2377313598744875,0
0,0,1,0,0.959555758882238,1,0,0,0,2,1,2,2,1,0,0,1,-1.680534133926035,-0.8112760768880429,0
0,1,1,1,-0.0430947957498933,1,2,1,2,2,1,1,1,0,1,0,3,0.5782029135516145,0.18473290574961382,0
0,1,1,1,0.959555758882238,1,0,2,0,0,0,1,2,0,2,0,1,-0.7163424310299025,0.016400315829245237,0
0,0,1,1,0.5775936428319023,1,1,2,2,1,2,2,1,0,0,1,0,-0.8410431800289735,-0.04287978602254627,0
0,0,1,0,0.38661258480673444,1,0,0,2,1,1,2,1,1,0,0,0,-0.5716620040144056,0.08812351423523314,0
1,0,0,1,1.3892631394388657,1,2,0,0,1,0,2,2,1,2,0,1,-0.7842044408443141,0.05935341367735753,0
1,0,1,1,0.38661258480673444,1,1,1,0,1,0,0,1,0,0,0,0,0.05666442188146626,0.32327951758557993,0
0,0,1,0,-0.8070190278505648,1,2,0,2,2,1,1,1,0,0,1,0,-0.19170364449513644,-0.6538487357745321,0
0,0,0,1,1.2937726104262819,1,2,1,0,1,2,1,0,0,1,1,0,0.0601091939532641,0.7459126315357558,0
0,0,1,0,1.4370084039451576,1,1,1,1,1,0,1,1,2,1,1,1,0.6174733151701064,1.6111428172364124,0
0,0,0,0,-1.6186885244575282,1,1,1,2,0,0,2,2,0,1,1,2,-0.3759989503363051,-1.2387977506481895,0
1,1,1,1,0.8163199653633622,1,0,2,2,1,2,0,1,2,0,0,1,-0.848621678586928,-0.0563219223542107,1
1,0,0,0,1.2937726104262819,1,1,0,1,0,2,0,0,1,1,1,2,-1.1445275995543371,-0.06804099569889366,0
0,0,1,1,0.14788626227527457,1,0,1,1,1,0,2,1,1,1,0,3,-0.5069002890646119,-0.11659545140045113,0
0,1,1,1,1.055046287894822,1,2,1,1,2,2,1,1,1,0,0,0,0.8579184057815752,1.2477841925550088,0
0,0,0,0,0.8640652298696541,1,0,1,0,1,2,1,1,2,1,0,3,0.9099344640657182,1.6914083669980553,0
0,0,0,0,1.1982820814136979,1,1,1,1,0,2,0,1,1,0,0,0,0.5974936371536808,1.6366912951411043,0
0,0,1,0,-1.5709432599512363,1,0,2,1,1,0,0,0,2,0,1,2,-0.9085607126362054,-1.22138190553873,0
0,0,0,1,1.1027915524011138,1,1,2,0,2,2,1,1,0,0,0,1,0.32328978023859645,1.099763540582153,0
1,0,1,1,-0.3295663827876451,1,2,1,1,0,1,2,1,2,0,0,3,0.2626617917749595,0.018909140438954794,0
1,0,0,0,-1.66643378896382,1,0,1,2,2,1,2,1,1,1,0,1,-0.0380668100929662,-1.2563707480821944,0
1,0,0,1,1.1982820814136979,1,0,1,1,1,2,0,2,1,0,0,2,0.19066605547439072,1.0495084722256922,0
1,0,1,0,0.5775936428319023,1,0,2,1,1,1,2,1,1,1,1,3,-0.011886542347304688,0.37072829443229893,0
0,0,1,1,-1.3322169374197765,1,0,0,0,0,2,2,0,2,0,0,1,0.2444044997944325,-0.9319915124711079,0
